code,name,window,date,close,volume,trading_value
047050,포스코인터내셔널,기준일/2M,2025-12-01,53300,225680,12155114200
047050,포스코인터내셔널,기준일/2M,2025-12-02,55600,557564,30748863500
047050,포스코인터내셔널,기준일/2M,2025-12-03,55200,203848,11267079700
047050,포스코인터내셔널,기준일/2M,2025-12-04,54400,207793,11281186200
047050,포스코인터내셔널,기준일/2M,2025-12-05,54900,347132,18966329150
047050,포스코인터내셔널,기준일/2M,2025-12-08,55200,306108,16874554250
047050,포스코인터내셔널,기준일/2M,2025-12-09,55500,252862,13990698650
047050,포스코인터내셔널,기준일/2M,2025-12-10,54000,258594,14084560950
047050,포스코인터내셔널,기준일/2M,2025-12-11,53600,776952,41763929250
047050,포스코인터내셔널,기준일/2M,2025-12-12,53900,258293,13869941600
047050,포스코인터내셔널,기준일/2M,2025-12-15,54400,345442,18743797450
047050,포스코인터내셔널,기준일/2M,2025-12-16,53000,278074,14836626100
047050,포스코인터내셔널,기준일/2M,2025-12-17,52500,295836,15536748800
047050,포스코인터내셔널,기준일/2M,2025-12-18,50400,353058,17907892300
047050,포스코인터내셔널,기준일/2M,2025-12-19,50300,444733,22301115450
047050,포스코인터내셔널,기준일/2M,2025-12-22,50900,206704,10504180150
047050,포스코인터내셔널,기준일/2M,2025-12-23,51200,216343,11064536000
047050,포스코인터내셔널,기준일/2M,2025-12-24,51300,209344,10806584000
047050,포스코인터내셔널,기준일/2M,2025-12-26,50100,246560,12419321850
047050,포스코인터내셔널,기준일/2M,2025-12-29,50400,245108,12360481150
047050,포스코인터내셔널,기준일/2M,2025-12-30,49600,342126,16979152000
373220,LG에너지솔루션,평가일/2M,2026-02-19,403500,267049,107010516500
373220,LG에너지솔루션,평가일/2M,2026-02-20,401500,219069,88092688250
373220,LG에너지솔루션,평가일/2M,2026-02-23,396000,268719,106967885250
373220,LG에너지솔루션,평가일/2M,2026-02-24,412500,588995,242216884500
373220,LG에너지솔루션,평가일/2M,2026-02-25,426000,650523,274574034000
373220,LG에너지솔루션,평가일/2M,2026-02-26,427000,540625,231384579750
373220,LG에너지솔루션,평가일/2M,2026-02-27,427000,591387,252281092500
373220,LG에너지솔루션,평가일/2M,2026-03-03,393000,489727,197552544500
373220,LG에너지솔루션,평가일/2M,2026-03-04,347500,826847,300482717000
373220,LG에너지솔루션,평가일/2M,2026-03-05,371500,541523,202663651500
373220,LG에너지솔루션,평가일/2M,2026-03-06,377500,350799,130917588250
373220,LG에너지솔루션,평가일/2M,2026-03-09,359500,414051,147376796500
373220,LG에너지솔루션,평가일/2M,2026-03-10,367000,298332,109384502000
373220,LG에너지솔루션,평가일/2M,2026-03-11,369500,263280,98701195500
373220,LG에너지솔루션,평가일/2M,2026-03-12,384000,345803,130386327750
373220,LG에너지솔루션,평가일/2M,2026-03-13,369000,370087,136317521000
373220,LG에너지솔루션,평가일/2M,2026-03-16,366000,280349,102937780250
373220,LG에너지솔루션,평가일/2M,2026-03-17,380500,345242,129788034500
373220,LG에너지솔루션,평가일/2M,2026-03-18,383500,279721,107373811000
373220,LG에너지솔루션,평가일/2M,2026-03-19,371000,213253,79807027750
373220,LG에너지솔루션,평가일/2M,2026-03-20,375500,200932,75218991000
373220,LG에너지솔루션,평가일/2M,2026-03-23,356000,302070,108417222500
373220,LG에너지솔루션,평가일/2M,2026-03-24,392500,656541,251899280750
373220,LG에너지솔루션,평가일/2M,2026-03-25,394000,352715,138642260000
373220,LG에너지솔루션,평가일/2M,2026-03-26,384500,274503,106025187000
373220,LG에너지솔루션,평가일/2M,2026-03-27,394500,372863,143166970250
373220,LG에너지솔루션,평가일/2M,2026-03-30,410000,747897,303854880500
373220,LG에너지솔루션,평가일/2M,2026-03-31,394500,518297,206926156500
373220,LG에너지솔루션,평가일/2M,2026-04-01,407000,343583,138376529250
373220,LG에너지솔루션,평가일/2M,2026-04-02,404500,532803,217704678000
373220,LG에너지솔루션,평가일/2M,2026-04-03,398500,254074,102126942000
373220,LG에너지솔루션,평가일/2M,2026-04-06,412500,393045,162115578500
373220,LG에너지솔루션,평가일/2M,2026-04-07,408500,311134,128680707750
373220,LG에너지솔루션,평가일/2M,2026-04-08,406000,521932,211682054250
373220,LG에너지솔루션,평가일/2M,2026-04-09,421000,719468,300855005250
373220,LG에너지솔루션,평가일/2M,2026-04-10,412000,273394,113399636750
373220,LG에너지솔루션,평가일/2M,2026-04-13,401500,218403,88078530250
373220,LG에너지솔루션,평가일/2M,2026-04-14,400000,269254,108222240250
373220,LG에너지솔루션,평가일/2M,2026-04-15,408000,272401,110849901000
373220,LG에너지솔루션,평가일/2M,2026-04-16,416000,317064,131153427000
373220,LG에너지솔루션,기준일/2M,2025-10-31,473000,499652,237452698250
373220,LG에너지솔루션,기준일/2M,2025-11-03,475500,337955,159853428250
373220,LG에너지솔루션,기준일/2M,2025-11-04,473000,397941,190876751500
373220,LG에너지솔루션,기준일/2M,2025-11-05,464000,443887,205005866500
373220,LG에너지솔루션,기준일/2M,2025-11-06,470000,600184,288331969000
373220,LG에너지솔루션,기준일/2M,2025-11-07,463500,279860,130575082250
373220,LG에너지솔루션,기준일/2M,2025-11-10,465500,244077,113360156500
373220,LG에너지솔루션,기준일/2M,2025-11-11,473000,396429,189755318000
